text,label
"Republicans plan to use laws about voter ID to win this fall s elections, since they know that in many states if all the voters who show up to vote are allowed to do so, their party will lose yet another presidential election   its third in a row.They are very excited at the effect those laws could have if left unchecked, according to an insider who is now speaking up.Last week, during the federal trial on Wisconsin s voter-ID law, a former Republican staffer testified that GOP senators were  giddy  about the idea that the state s 2011 voter-ID law might keep Democrats, particularly minorities in Milwaukee, from voting and help them win at the polls.  They were politically frothing at the mouth,  said the aide, Todd Allbaugh.Studies show that voter ID laws suppress minority votes, key to Democratic victory.A recent voter-ID study by political scientists at the University of California at San Diego analyzed turnout in elections between 2008 and 2012 and found  substantial drops in turnout for minorities under strict voter ID laws. These results suggest that by instituting strict photo ID laws, states could minimize the influence of voters on the left and could dramatically alter the political leaning of the electorate,  the study concluded.Watch this video of people getting assistance, trying to register to vote under the GOP s new harsh voter ID rules:Despite Republican claims otherwise, getting these IDs often requires documents   like birth certificates   that poorer minorities have trouble accessing.In one instance documented by the Washington Post, a man whose mother changed his name in 1964 has to present the original 52-year-old document changing his name before the state of Texas will issue him a voter ID card, which he needs to be able to vote.Seventeen states will have new voting restrictions in place for this fall s election for the first time. Many of the laws were passed by Republican-held state legislatures in 2009, right after Obama s historic victory in 2008.They apparently were afraid that if the voters were allowed to have their say, Republicans might not ever be contenders, so they rigged the system.Featured image via screen capture",0
"WASHINGTON (Reuters) - U.S. Senate Republicans unveiled a so-called skinny Obamacare repeal bill on Thursday, hours before an expected vote could determine whether their latest effort to overturn the Affordable Care Act succeeds. The eight-page measure appeared on the website of the Senate Budget Committee.     ",1
"The Clinton Foundation has confirmed it accepted a $1 million gift from Qatar while Hillary Clinton was U.S. secretary of state without informing the State Department, even though she had promised to let the agency review new or significantly increased support from foreign governments.Qatari officials pledged the money in 2011 to mark the 65th birthday of Bill Clinton, Hillary Clinton s husband, and sought to meet the former U.S. president in person the following year to present him the check, according to an email from a foundation official to Hillary Clinton s presidential campaign chairman, John Podesta. The email, among thousands hacked from Podesta s account, was published last month by WikiLeaks.Clinton signed an ethics agreement governing her family s globe-straddling foundation in order to become secretary of state in 2009. The agreement was designed to increase transparency to avoid appearances that U.S. foreign policy could be swayed by wealthy donors.If a new foreign government wished to donate or if an existing foreign-government donor, such as Qatar, wanted to  increase materially  its support of ongoing programs, Clinton promised that the State Department s ethics official would be notified and given a chance to raise any concerns.Clinton Foundation officials last month declined to confirm the Qatar donation.Read more: Breitbart",0
"JUCHITAN, Mexico (Reuters) - Anguished mourners lined the streets of the southern Mexican city devastated by the most powerful earthquake to strike the country in 85 years, coffins raised on their shoulders as they advanced slowly to a crowded cemetery on Saturday. More than half of the 65 known victims of Thursday night s 8.1 magnitude quake died in Juchitan, a picturesque, historic city near the coast where more than 5,000 homes were destroyed and many more left without running water or electricity. In the Eighth Section neighborhood, a working-class area where nearly every home was damaged, a loud drum and horn band played traditional music before the funeral of one of the 37 dead so far recovered from the wreckage of the somber city.  The piercing blasts of the burly horn section at times were drowned out by the plaintive wailing of mourners for Maximo Zuniga, a little boy whose distraught relatives said was fond of his spiky black hair and bright red tennis shoes. The three-year-old boy was asleep when the force of the quake brought his brick bedroom walls crumbling down on top of him, his mother and an older brother. The boy died shortly after he was pulled from the rubble; the other two survived.  I could barely see a little bit of his hair peeking out and his forehead,  said neighbor Alejandro Sanchez, who was the first to come to the stricken family s aid.  There was a heavy wooden beam on top of all three of them and lots of dirt,  he added, as the dead boy s uncle sobbed uncontrollably nearby. The long, juddering tremor was felt some 500 miles (800 km) away in Mexico City and as far south as Honduras, but unlike the 8.0 magnitude quake in 1985 that killed thousands in the capital, outlying areas of Mexico were left relatively unscathed. By contrast, much of the hot, muggy city of 100,000 near the Pacific coast looked as though it had been turned upside down. Piles of rubble lay scattered across town, chunks of roofs littering the ground, and more than 300 locals were receiving care for injuries in area hospitals.    Many residents refused to stay indoors for fear that badly damaged structures might yet come tumbling down. Neighbors of the Zuniga family handed out red tulips and others set off fireworks. Then the assembled crowd of about 200 mourners set out for the local cemetery, four men carrying the boy s small white coffin draped in thin sheets of bright blue paper as the band led the procession. Snaking through narrow streets, the colorful flower-bearing train of people in T-shirts and caps had to step over piles of debris and masonry from collapsed walls as neighbors turned out to line the route, bowing their heads as the coffin passed. In the midst of a frantic search for a missing police officer, President Enrique Pena Nieto made a brief appearance on Friday afternoon in Juchitan s devastated downtown. Pledging help to rebuild and attempting to soothe raw nerves, Pena Nieto declared three days of national mourning. But his words were cold comfort for Alma Alverez, Maximo s 48-year-old grandmother, who crossed her arms as men shoveled dirt over the small coffin.  Pena Nieto was able to make it here in his helicopter super fast. That s how help should be arriving, right? Exactly how he got here. But it hasn t,  Alvarez said, reflecting a belief that Mexico s south has long been ignored by the richer north. Two other funerals of quake victims were underway in the same cemetery as Fernando Lopez, a cousin of Maximo, stood near the back, his head bandaged from cuts suffered protecting his grandmother from falling tiles when the disaster struck.  This is what you re going to see the next few days,  he said, pointing to the other funeral services taking place.  The whole town will be here in the cemetery or in the hospital. We ll tidy up what we can clean, but we won t be celebrating anything on September 15th,  said Lopez, referring to the start of Mexico s independence day festivities.  We don t have anything to celebrate.  Juchitan s mayor, Gloria Sanchez, agreed.  A great sadness overwhelms us,  she said.  The situation in Juchitan is critical, unlike anything we ve ever seen before.  ",1
"LONDON (Reuters) - A teenager who moved to Britain after his parents were killed in Iraq will go on trial in March over a bomb attack on a packed commuter train that injured 30 people in London in September. Ahmed Hassan, 18, is accused of intent to kill and cause serious injury by planting a home-made bomb at Parsons Green station in London. The bomb shot flames through a carriage but failed to fully explode. Hassan appeared via video link at London s Central Criminal Court on Friday where a judge said a two week trial would start on March 5. He is set to appear in court next on Jan. 19. ",1
"To set up the attack on Trump, CNN producers  showed Hillary Clinton saying,  we cannot speak of protecting Syria s babies, and in the next breath close America s doors to them .What happened next shocked Baldwin and she couldn t shut this guy down fast enough Epic!",0
"In the past, high school kids have had to worry about getting into the college of their choice, if pictures of them overindulging in adult beverages while on spring break were posted to social media. Today, college students may have to worry about the treatment they ll receive if their college or college professors see pictures or videos of them showing their support for President Trump while on spring break.https://twitter.com/Lexi1095/status/843094566207131649What would be a dream night for Suly and Anaximandro Amable, a newly married couple who went to Cancun for their honeymoon, became a bitter experience on Monday March 13.During a family show on the high seas, young American spring breakers began to sing the controversial  Build That Wall  chant, which shocked Mexican national tourists and workers.This is just one of the many blameworthy behaviors that young spring breakers have shown recently in Cancun and that are described as acts of xenophobia and discrimination against Mexicans within their own country, which is (or should be) totally unacceptable.Anaximandro, from Per , made the following statement on social networks:  Today I was with Suly, my wife (who is a native of Mexico), watching an entertainment show off the coast of Cancun aboard a boat, and at the end of the show, a flock of Americans (maybe under the influence of alcohol, or maybe not), began to sing the infamous  Build that wall  chant louder and louder .The  Pirate Ship  sails out from Puerto Juarez, and the show takes place in the middle of the ocean, where attendees can witness the clashing of swords and the explosion of cannons along with a constant flow of drinks.For entire story: The Yucatan Times ",0
"WASHINGTON (Reuters) - President Donald Trump on Friday welcomed back to the United States Aya Hijazi, an Egyptian-American charity worker whose release from jail in Egypt was sought by Trump when he met Egypt’s president early this month. Trump and his aides had engaged in behind-the-scenes diplomatic efforts to gain her freedom after attempts by the previous Obama administration failed. She was released from jail on Tuesday after nearly three years of detention on human trafficking charges. Aides said Trump had personally requested her release in a meeting April 3 with Egyptian President Abdel Fattah al-Sisi but had done so privately and made no public mention of her case. Hijazi, 30, sat next to Trump in the Oval Office for a meeting that also included Trump’s daughter, Ivanka Trump, her husband, Jared Kushner, and Dina Powell, the top White House aide who accompanied her home on a U.S. military jet on Thursday. Ivanka Trump and Kushner are top advisers to the president. “We are very happy to have Aya back home and it’s a great honor to have her in the Oval Office, with her brother,” Trump said, declining to answer questions about her case.  Hijazi was accompanied by her brother, Basel. Hijazi, an Egyptian who holds U.S. citizenship, was acquitted by a Cairo court on Sunday along with seven others who had worked with street children. Hijazi, 30, was flown to Joint Base Andrews, the U.S. military airfield near Washington. She founded Belady, a non-governmental organization that promotes a better life for street children. She had been in custody for 33 months in violation of Egyptian law, which states that the maximum period for pretrial detention is 24 months.  U.S. officials had raised Hijazi’s case with Egypt soon after Trump took office on Jan. 20, aides said. Pressed on how Trump managed to gain her release when President Barack Obama had not, White House spokesman Sean Spicer said he would leave it to others “to look at the different strategies to see why the president was successful” and Obama was not. Critics had accused the Obama administration of indifference to her case. Since toppling President Mohamed Mursi of the Muslim Brotherhood in mid-2013, Sisi’s government has cracked down on the opposition, killing hundreds of Brotherhood supporters and jailing thousands. The net has widened to include liberal and secular activists.  Two Republican U.S. senators, John McCain of Arizona and Lindsey Graham of South Carolina, called on the Egyptian government to take more steps to improve human rights. “We urge the Government of Egypt to build on this important first step by releasing all those who have been wrongly imprisoned, upholding its international human rights obligations, and respecting the Egyptian people’s right to freedom of expression and rule of law,” they said in a statement.     ",1
"MELBOURNE, FL is a town with a population of 76,000. Trump held an enormous rally there yesterday, and over 15,000 people had to be turned away.Unbelievable evening in Melbourne, Florida w/ 15,000 supporters- and an additional 12,000 who could not get in. Thank you! #TrumpTrain #MAGA pic.twitter.com/2N3Xq7AGmx  Donald J. Trump (@realDonaldTrump) September 28, 2016""Post Debate Surge""   media will be very upset. Look at this sea of ppl yesterday. Ppl get it. pic.twitter.com/RX0XVw18gg  Juliana Stone (@AY4WEB) September 28, 2016Trump patriots honor our flag:Janna Ivey, the Brevard sheriff's daughter, sings the national anthem during the @FlyMLB Trump rally #321Vote @Florida_Today pic.twitter.com/GBSKapRG1C  Rick Neale (@RickNeale1) September 27, 2016Watch hundreds of Trump fans rush from behind barricades to get into the rally:Authorities cut off the Trump entry line, and hundreds of people rushed forward from behind barricades #321Vote @Florida_Today pic.twitter.com/9it8El9C3S  Rick Neale (@RickNeale1) September 27, 2016https://twitter.com/rgcdm/status/781093464389787649Even the young Trump supporter is not buying into the media s bias:Mainstream media will be losing their mind over Trump's post debate surge! Trump won big in the debate in many polls. Landslide coming!  MAGA (@steve0m2) September 28, 2016Hillary Clinton on the other hand had barely 400 people at her rally Tuesday in Raleigh, North Carolina.Since August 1st when both parties  conventions concluded, Trump has had more than 312,000 people at his events with thousands turned away due to space limitations. He has set records for some of these locations in attendance. However, Hillary has only had 12,000 total at her rallies since August 1st. Gateway Pundit",0
"Trump made a visit to the Keystone State in an effort to bolster his numbers for the upcoming Pennsylvania Republican primary election. While there, he managed to prove just how utterly CLUELESS he is about literally anything that happens in the state in two very huge ways, which you will see below.First came Trump s incredibly outdated remark about bringing back the steel industry s lost jobs to the state. Pennsylvania had a long history of major steel manufacturing, but the majority of it was lost decades ago. The jobs literally have been gone in many areas of the state for more than 20 years, and Trump thinks that him arguing with China will bring them back.As a Pennsylvanian myself, I can tell you it s really something that blue-collar and middle-class people do not forgive easily. Making what amounts to an ignorant mockery of an issue that many in the state still feel betrayed over due to massive outsourcing of industry from America, will hit Trump badly   especially among his somewhat aged voter demographics that lived through those days of economic collapse.If you thought that was bad, you haven t seen anything yet. Trump then went on to say something even more offensive about Penn State Football.Trump asked people at the gathering,  How s Joe Paterno? Are we gonna bring that back? How about that whole deal? The silence afterwards could have been cut with a hatchet.Here is just a short list of what s wrong with Trump s statement. Joe Paterno died in 2012. We won t be bringing him back. That  whole deal  Trump is talking about is a child sex scandal that was covered up within the Penn State football program, where a member of the staff was literally having sex with children on campus property. Joe Paterno was forced out over it.Literally EVERYONE in PA knows this. Penn State football is like a religion to many in the state, and for Trump to say what he did shows how ignorant he is about Pennsylvania. Insulting Penn State football is something literally nobody ever did in order to win an election in the state. I can t wait to see how this turns out for him on primary day. What a joke.Watch Trump suggest he wants to bring back a child sex scandal below:Featured image via video screen capture",0
"On Monday evening, Hillary Clinton and Bernie Sanders both sat down with Rachel Maddow for a town hall style interview to try to pick up any undecided voters who may be left before Tuesday s primaries. During Clinton s interview, a protester interrupted to yell out a question, but instead of becoming irritated, Hillary and Rachel handled the protestor with the dignity they deserved.A female protester stood up and yelled something about women in immigration detention. Now, if this had happened in a Republican town hall meeting, the women would have been immediately escorted out and possibly beaten if Trump s supporters were there. None of that happened here. Rather than treat the women like an annoyance, Maddow repeated the woman s question and Clinton answered it.The transcript from MSNBC documented the incident:QUESTION: (OFF MIKE) the lives of the women that are (inaudible) right now?MADDOW: This is outside of our forum (ph). Let me just rephrase the question for you. Tell me if I get it right. Asking about women and families in family   immigration detention facilities.CLINTON: Yes, I m against that. Absolutely I m against that. I ve been against it for a long time. I ve said we should have family detention. We should end private prisons and private detention centers. They are wrong. We should end raids and roundups, and when I am president we are going to get comprehensive immigration reform with a path to citizenship. So we will end all of these problems at the time we are successful.By taking the protester seriously and not becoming angry, Hillary Clinton showed the audience (both at the venue and at home) that she cares about the issues that are weighing on the voters in this country. She could have just ignored this woman, but she showed her the respect she deserved by giving her an answer to the question she yelled out. And it wasn t a bullshit answer just to shut her up, it was clearly something she has thought about and wants to fix.Hillary Clinton acted presidential last night and it was great.Watch:Featured image via video screenshot",0
"WASHINGTON (Reuters) - Lockheed Martin Corp is being awarded a U.S. defense contract worth up to $582 million for delivery of F-35 spares, the Pentagon said on Friday. ",1
" WASHINGTON (Reuters) - The United States issued about 40 percent fewer temporary visas in March to citizens of seven countries covered by President Donald Trump’s temporary travel bans than it did in an average month last year, according to a Reuters analysis of preliminary government data released on Thursday.  At the same time, the data showed that the total of U.S. non-immigrant visas issued to people from all countries was up by nearly 5 percent in March compared to the 2016 monthly average.  Citizens of the seven Muslim-majority nations under the bans - Iran, Iraq, Libya, Somalia, Sudan, Syria and Yemen - received about 3,200 non-immigrant visas in March 2017, compared to about 5,700 on average per month during the 2016 fiscal year and more than 6,000 on average per month in 2015 and 2014. Trump's travel bans were later blocked by the courts.       The State Department released the data to comply with a directive from Trump asking it to publish monthly breakdowns of the number of visas issued around the world.  The department did not release data on the total number of all types of visa applications, so it is unclear whether the lower number of temporary visas for citizens of the seven countries is because of a higher rate of rejections or other factors, such as fewer applicants or slower processing times.  A State Department official noted that “visa demand is cyclical, not uniform throughout the year, and affected by various factors at the local and international level. Visa issuance numbers tend to increase during peak travel seasons, such as during the summer and the winter holidays.”  The White House did not immediately respond to a request for comment.  March is neither a busy nor slow time for temporary visa issuances to people from the seven countries, several immigration lawyers said. Therefore, the significant drops are notable, they said.  The data is preliminary and numbers could be subject to minor revision, the State Department said.  Previously, such data was only available in aggregate by fiscal year, and the department declined to break out March visa data from previous years.  Nevertheless, some immigration attorneys said the numbers released on Thursday provide a glimpse into how Trump’s policies are affecting visa decisions.  “Either there are many fewer people applying because they believe they will be denied, or a much higher rate of denials is already happening even though the executive orders have been blocked,” said William Stock, president of the American Immigration Lawyers Association.       Trump, who has said the travel bans were intended to make Americans safer from attacks by terrorists, signed an executive order on Jan. 27 barring people from the seven countries from entering the United States for 90 days.  The order was blocked by federal courts and the Trump administration replaced it with a revised, narrower travel ban effective March 16 which dropped Iraq from the list. Courts have also halted parts of the second order.  The number of non-immigrant visas issued to Iranians dropped to 1,572 in March from 2,450 per month on average in 2016 according to the data. Iraqis received 684 such visas in March, compared to nearly twice that number per month on average in 2016, the data showed.  Iranians also received fewer immigrant visas, which are granted to family members of U.S. citizens or those with jobs in the United States, than the average in previous years - 393 received immigrant visas in March, compared to 644 on average per month in 2016 and nearly 600 on average per month in 2015 and 2014.  Although visitor visas were down across the board for the seven targeted countries, two of them saw the number of immigrant visas issued tick up slightly. Forty-one Libyans received immigrant visas in March, compared to 32 per month on average in 2016. Somalians received 171 visas in March compared to 150 on average in 2016.   Immigration lawyers said that although the travel bans have been halted by courts for now, the administration’s vow to put stricter controls on immigration is likely to have changed how U.S. consulates evaluate visa applicants.  Stephen Pattison, a former State Department consular official now working as an immigration attorney, said consulates “are going to probably err more on the side of denying some people that they’d be on the fence about.”  Anecdotally, several U.S.-based lawyers with Iranian clients say their visa applications are taking longer to process and are being rejected more often since Trump took office on Jan. 20.  They cite shortages of interview appointments for Iranians, interviews canceled at the last minute and longer “administrative processing” periods than they are accustomed to.  “If you can’t get an interview, you can’t get a visa,” said Babak Yousefzadeh, a San Francisco-based attorney and member of the board of directors of the Iranian American Bar Association.  Some Iranians have decided that for now, it is not worth it to risk the expense and time of making U.S. visa applications, said Kiyanoush Razaghi, a Maryland-based immigration attorney.  In addition to paying a standard $160 visa application fee, Iranians must typically travel to Turkey, Armenia or the United Arab Emirates for their interviews, since there is no U.S. diplomatic presence in Iran.  “That’s a fundamental change that I am seeing, at least in the community and among the clients that I have,” Razaghi said. “They have a general feeling that now is not a good time to apply for a visa.”  ",1
"WASHINGTON (Reuters) - Kellyanne Conway, a Republican pollster who was widely credited with bringing a more disciplined approach to Donald Trump’s presidential election campaign, will become White House counselor when he takes office next month. In her new post, Conway will play a key advisory role, helping to manage Trump’s messaging and legislative priorities, the transition team said in a statement on Thursday. It praised Conway, 49, as the first woman campaign manager to guide a winning U.S. presidential campaign. Trump also tapped three loyalists to lead his communications team. The Republican National Committee’s Sean Spicer will be press secretary, while Hope Hicks, Jason Miller and Dan Scavino will round out the communications team. Both before the Nov. 8 election and after, Conway, as a senior adviser on the transition team, has been a frequent presence on U.S. television news programs, often called upon to defend or explain Trump’s thinking. Conway “played a crucial role in my victory,” Trump said in the transition team statement. “She is a tireless and tenacious advocate of my agenda and has amazing insights on how to effectively communicate our message.”  Trump, a New York businessman, takes office on Jan. 20. Conway, interviewed by ABC’s “Good Morning America” shortly after the announcement, was asked when Trump would hold his first news conference. She avoided directly answering the question. Trump has held several rallies since winning the election but has not taken formal questions from reporters.  He canceled a Dec. 15 news conference to discuss how he would handle his vast business interests once in the White House and said he would reschedule that for January. Conway told ABC that Trump was focusing on forming his Cabinet. “He’s been very busy doing that,” she said. Because of her prominent role in the campaign and transition team, there had been considerable speculation over what post Conway, a veteran political strategist, might occupy in Trump’s administration. Conway, who has four children, said she did not immediately accept a position offered to her early on in the transition period because she had to weigh her family obligations. “I would say that I don’t play golf and I don’t have a mistress so, I have a lot of time that a lot of these other men don’t,” Conway told Fox Business Network. “I see people on the weekend spending an awful lot of time on their golf games and that’s their right, but the kids will be with me, we live in the same house, and they come first.” ",1
"WHAT THE HECK DO YOU EVEN CALL THIS?The U.S. Department of Agriculture s  MyPlate  service handed out advice on Sunday, and said strawberry s mores are a treat that  kids will love. But expectations for the kids might need to be set in advance, since these s mores don t have any chocolate or marshmallows in them.Instead, USDA encourages people to plop some low-fat vanilla yogurt on a graham cracker, and then top the yogurt with strawberries. Top it off with another graham cracker, and you have a s more that looks a lot like a regular s more, except when you bite into it, you won t get any ooey-gooey chocolate all over your fingers. Kids will love that they can make it themselves, and parents will love that it s an inexpensive and healthy treat!  USDA said on its recipe page.Via: Washington Examiner",0
"CARACAS (Reuters) - Venezuela s opposition said on Friday the pro-government election board was seeking to skew regional elections in favor of President Nicolas Maduro s ruling socialists by including the names of candidates defeated in primaries on the ballot.  After street protests that led to at least 125 deaths and failed to dislodge Maduro earlier in the year, the opposition has shifted its focus to Oct. 15 elections for the governors of Venezuela s 23 states. The socialists currently hold 20 states, but a crushing economic crisis has dented their popularity and the opposition now has majority support, polls show.  The Democratic Unity coalition is targeting winning 18 governorships, but fears a confusing electronic ballot sheet could hurt its vote.  Despite opposition primaries to choose a single candidate per state from the several dozen parties in the coalition, the election board is keeping all the original aspirants  names on. So instead of seeing one opposition candidate versus one Socialist Party candidate, voters will see various faces of opposition candidates, potentially causing confusion and diluting the vote to the benefit of the government.   That s the fraud the government wants to commit,  coalition official Tomas Guanipa told a news conference of the election board s stance, which was ratified by the similarly pro-Maduro Supreme Court on Thursday.  We invite all Venezuelans who can see how the government is trying to mock them and put up obstacles, to come out and vote massively for the unity candidate in the states. The government s tricks will become a boomerang.  Election board officials did not respond to accusations of bias, but said the ballot was now set and would not be changed. Government officials have said the rules are fair, and the opposition is simply seeking to justify possible violent actions after the vote.         While the opposition wants the Oct. 15 vote to demonstrate Maduro s unpopularity and undermine his power at regional level, the government is trumpeting the election as proof against growing criticism Venezuela has become a dictatorship. ",1
"HANOI (Reuters) - At least 54 people died and 39 went missing as destructive floods battered northern and central Vietnam this week, the disaster prevention agency said on Friday.  Vietnam is prone to destructive storms and flooding due to its long coastline. A typhoon wrecked havoc across central provinces just last month.  The floods that hit Vietnam this week starting on Monday are the worst in years, state-run Vietnam Television quoted agriculture minister Nguyen Xuan Cuong as saying.  Nineteen people from four neighboring households in Hoa Binh were buried alive early on Thursday after a landslide struck around midnight on Wednesday, but only nine bodies have been found, the disaster agency said in a report.  Some 317 homes have collapsed in floods and landslides this week, while more than 34,000 other houses have been submerged or  damaged.  More than 22,000 hectares (54,300 acres) of rice have also been damaged and around 180,000 animals killed or washed away.    Floods have also affected seven of 77 provinces in Thailand, Vietnam s neighbor to the west, that country s Department of Disaster Prevention and Mitigation said on Thursday.  More than 480,000 hectares (1.2 million acres) of agricultural land Thailand have been hit, the department said.  ",1
"(Reuters) - New Jersey Governor Chris Christie said on Thursday he has urged Donald Trump not to leave the Republican Party, saying it remains unified despite scathing criticism of Trump’s  presidential candidacy by a senior party leader earlier on Thursday. “I have urged him not to leave the party,” said Christie, a former candidate himself, who gave Trump a major boost last week when he endorsed him for the party’s nomination for the Nov. 8 election. “I don’t think that’s a constructive way to go about it, and he knows that,” Christie told reporters. Trump, who has repeatedly threatened to leave the Republican Party if it does not respect him, told ABC News on Thursday that Republicans should be glad he has brought millions more people into the party: “They’re leaving the Democrats. They’re leaving the independents. And they’re with me 100 percent.” The New York real estate magnate is the clear front-runner to be the Republican nominee in November but is facing heavy criticism from many in the party establishment - including a blistering speech on Thursday by the party’s 2012 presidential candidate, Mitt Romney. U.S. Senators Marco Rubio and Ted Cruz, and Ohio Governor John Kasich are trailing Trump in their bids for the nomination, but are trying to coalesce the support of establishment Republicans to topple Trump before or at the party’s nominating convention in July. Trump told MSNBC that the increasing number of ads from the establishment targeting him are “really unfair,” and that he could depart the party to run as an independent. “If I leave, if I go ... which I may do, I mean, may or may not, but if I go, I will tell you these millions of people that joined, they’ve told them, they’re all coming with me,” he said. Concern about Trump among Republicans increased at the weekend over his failure to quickly disavow support from a leading white supremacist.     “I’ve know Donald Trump for 14 years, and Donald Trump is not a bigot,” Christie told a news conference in New Jersey. “In fact, Donald Trump is someone I think who has given a lot of opportunity to a lot of people of a lot of different backgrounds, and I disagree with Governor Romney on that one.”   (Reporting by Washington newsroom; Editing by Mohammad Zargham and Frances Kerry) This article was funded in part by SAP. It was independently created by the Reuters editorial staff. SAP had no editorial involvement in its creation or production.",1
"WASHINGTON (Reuters) - U.S. President Donald Trump plans to finalize a new order limiting travel to the United States in the coming days, his vice president said on Wednesday, after federal courts blocked the administration’s earlier travel ban. A White House source had previously said the new order was likely to be announced on Wednesday. More than two dozen lawsuits were filed in U.S. courts against the Jan. 27 travel ban, which temporarily barred entry to the United States for people from Iran, Iraq, Libya, Somalia, Sudan, Syria and Yemen, as well as halting the U.S. refugee program. The ban was suspended by the 9th U.S. Circuit Court of Appeals, ruling in a case brought by Washington state. The Trump administration then said it would produce a new order. “They’re putting out the finishing touches on that executive order. It should be out in the next few days,” Vice President Mike Pence told CBS program “This Morning.”  The original order triggered chaos at airports as people, including legal residents known as green card holders, were temporarily blocked from entering the country and federal agencies tried to interpret the new guidelines. The administration has said it is likely the new directive will exclude legal permanent residents, making it harder for opponents to challenge the ban.  Pence did not elaborate on the revised directive. The Associated Press, citing unidentified U.S. officials, reported late on Tuesday that the new order will remove Iraq from the list of countries whose citizens face a temporary travel ban. ",1
"Let s face it, if it weren t for gerrymandering, Russian interference and straight up lies, Republicans would never hold another majority again and they d certainly never hold the presidency. Unfortunately, that s not our reality and Republicans in Iowa are so desperate that they are turning to lies to keep people from voting.Iowa s Secretary of State, Paul Pete, wants to pass stricter voting restrictions in an effort to keep undesirables (Democrats   especially Democrats of Color) from voting and he s lying to justify it.To substantiate his argument, Pate s office drafted a statement for a reporter from the local Gazette newspaper, noting that in Iowa it appeared 41 felons had cast ballots and that more than 200 election day voter registrations, or EDRs, had bounced back. The draft statement included the caveats that the irregularities  do not necessarily constitute fraud  and that the state would have a more complete picture of election data come March. Pate urged his staff to release it. We need to release info and these stats are public already. When an auditor turns them over to the county attorney or sheriff for action that pretty much makes it public. Am I missing something?,  he wrote in an email.Source: Huffington PostIn a state of three million people, 41 felons voting doesn t exactly seem like a reason to change voting laws for everyone, but even that paltry number is vastly misleading. According to Pate s deputy, Carol Olson: I do not believe that we should say that 41 felons illegally cast ballots. We encouraged them to use provisional ballots, so that would feel a little like we baited them to do something illegal,  she wrote.  And it s risky to label it  illegal  because we don t know the circumstances. It might be illegal, but [it] might not be, if someone really believed their rights were restored. We can report the number of felons voting, but let s not call it illegal,  she wrote.Olson noted that some of the statistics suggested something nefarious when it could simply be attributed to human error. I m also really reluctant to say that 207 EDR s (sic) from 15 counties bounced back. In the context of a discussion on election fraud, it sounds like we are suggesting that  bounce backs  are fraud or likely to be fraud,  she wrote.  First, it s only a partial report. What about the other 84 counties? How does this fit into the overall process of EDRs? The vast majority of these  bounce-backs  are sloppy addresses from voters in too much of a hurry when they register at the polls. That s a real reason to discourage EDR and a real reason to have pollbooks, but it s not an indicator of illegal activity. Regardless, it s likely the bill, that will require voter IDs, will pass, nearly ensuring that the state, which has long been a red-leaning swing state, will become a red state.Featured image via Alex Wong/Getty Images.",0
"Donald Trump spent a good portion of his day at his golf club, marking the 84th day he s done so since taking the oath of office. It must have been a bad game because just after that, Trump lashed out at FBI Deputy Director Andrew McCabe on Twitter following a report saying McCabe plans to retire in a few months. The report follows McCabe s testimony in front of congressional committees this week, as well as mounting criticism from Republicans regarding the Russia probe.So, naturally, Trump attacked McCabe with a lie. How can FBI Deputy Director Andrew McCabe, the man in charge, along with leakin  James Comey, of the Phony Hillary Clinton investigation (including her 33,000 illegally deleted emails) be given $700,000 for wife s campaign by Clinton Puppets during investigation?  Trump tweeted.How can FBI Deputy Director Andrew McCabe, the man in charge, along with leakin  James Comey, of the Phony Hillary Clinton investigation (including her 33,000 illegally deleted emails) be given $700,000 for wife s campaign by Clinton Puppets during investigation?  Donald J. Trump (@realDonaldTrump) December 23, 2017He didn t stop there.FBI Deputy Director Andrew McCabe is racing the clock to retire with full benefits. 90 days to go?!!!  Donald J. Trump (@realDonaldTrump) December 23, 2017Wow,  FBI lawyer James Baker reassigned,  according to @FoxNews.  Donald J. Trump (@realDonaldTrump) December 23, 2017With all of the Intel at Trump s disposal, he s getting his information from Fox News. McCabe spent most of his career in the fight against terrorism and now he s being attacked by the so-called president. Trump has been fact-checked before on his claim of his wife receiving $700,000 for her campaign.Politifact noted in late July that Trump s  tweet about Andrew McCabe is a significant distortion of the facts. And the implication that McCabe got Clinton off as a political favor doesn t make much sense when we look at the evidence. His July tweet was rated  mostly false.  But Trump repeats these lies because he knows his supporters will believe them without bothering to Google. It s still a lie, though.Photo by Zach Gibson   Pool/Getty Images.",0
